nom;taille;temps;comparaison;echange;couleur
Tri pair impair;117;0.000665400002617389;6148;3335;#EE99AA
Tri pair impair;117;0.000665400002617389;6496;3553;#EE99AA
Tri pair impair;118;0.0006590999546460807;6435;3312;#EE99AA
Tri pair impair;118;0.0006750999600626528;6552;3534;#EE99AA
Tri pair impair;118;0.0006501000025309622;6201;3354;#EE99AA
Tri pair impair;119;0.0006759000243619084;6490;3523;#EE99AA
Tri pair impair;119;0.0006605999660678208;6490;3518;#EE99AA
Tri pair impair;119;0.0006786000449210405;6726;3509;#EE99AA
Tri pair impair;120;0.0006987000233493745;6902;3404;#EE99AA
Tri pair impair;120;0.0007559999939985573;7140;3483;#EE99AA
Tri pair impair;120;0.0006928000366315246;6783;3746;#EE99AA
Tri pair impair;121;0.0006567999953404069;6360;3497;#EE99AA
Tri pair impair;121;0.0007175999926403165;6960;3599;#EE99AA
Tri pair impair;121;0.0007853999850340188;7320;4091;#EE99AA
Tri pair impair;122;0.0007037000032141805;6655;3651;#EE99AA
Tri pair impair;122;0.0007107999990694225;6776;3837;#EE99AA
Tri pair impair;122;0.0007536999764852226;7139;3720;#EE99AA
Tri pair impair;123;0.0006910000229254365;6710;3533;#EE99AA
Tri pair impair;123;0.0007080999785102904;6588;3562;#EE99AA
Tri pair impair;123;0.0007594999624416232;7442;3734;#EE99AA
Tri pair impair;124;0.0007086999830789864;6888;3596;#EE99AA
Tri pair impair;124;0.0006923000328242779;6765;3648;#EE99AA
Tri pair impair;124;0.0007945999968796968;7134;3978;#EE99AA
Tri pair impair;125;0.0007112000021152198;7192;3600;#EE99AA
Tri pair impair;125;0.0007171999895945191;7068;3738;#EE99AA
Tri pair impair;125;0.0007476999890059233;7316;3801;#EE99AA
Tri pair impair;126;0.0007733000093139708;7625;3736;#EE99AA
Tri pair impair;126;0.0008042000117711723;7875;3811;#EE99AA
Tri pair impair;126;0.0007783999899402261;7625;3984;#EE99AA
Tri pair impair;127;0.0008092999923974276;7686;4275;#EE99AA
Tri pair impair;127;0.0007341999444179237;6804;3737;#EE99AA
Tri pair impair;127;0.0007850999827496707;7560;3993;#EE99AA
Tri pair impair;128;0.0008296999731101096;8128;4096;#EE99AA
Tri pair impair;128;0.0008502000127919018;7874;4237;#EE99AA
Tri pair impair;128;0.0007794999983161688;7366;4132;#EE99AA
Tri pair impair;129;0.0008340000058524311;8064;4392;#EE99AA
Tri pair impair;129;0.0007347000064328313;7680;3811;#EE99AA
Tri pair impair;129;0.0007751999655738473;7808;4145;#EE99AA
Tri pair impair;130;0.0008246999932453036;7998;4346;#EE99AA
Tri pair impair;130;0.0008103000000119209;7869;4518;#EE99AA
Tri pair impair;130;0.000826900009997189;8127;4121;#EE99AA
Tri pair impair;131;0.0008269999525509775;8060;4208;#EE99AA
Tri pair impair;131;0.0008957000100053847;8450;4913;#EE99AA
Tri pair impair;131;0.0008555999957025051;8190;4681;#EE99AA
Tri pair impair;132;0.0008516000234521925;8122;4437;#EE99AA
Tri pair impair;132;0.0009106000070460141;8777;4858;#EE99AA
Tri pair impair;132;0.0007754000253044069;7598;3988;#EE99AA
Tri pair impair;133;0.001061699993442744;8184;3880;#EE99AA
Tri pair impair;133;0.0008156999829225242;7920;4254;#EE99AA
Tri pair impair;133;0.000867099966853857;8184;4747;#EE99AA
Tri pair impair;134;0.0009216999751515687;8645;5223;#EE99AA
Tri pair impair;134;0.0008728999528102577;8645;4273;#EE99AA
Tri pair impair;134;0.0009089999948628247;8645;4773;#EE99AA
Tri pair impair;135;0.0009284999687224627;9112;4293;#EE99AA
Tri pair impair;135;0.0009079000446945429;8442;4887;#EE99AA
Tri pair impair;135;0.0008778999908827245;8576;4470;#EE99AA
Tri pair impair;136;0.0009124000207521021;9045;4845;#EE99AA
Tri pair impair;136;0.0009277000208385289;9180;4754;#EE99AA
